cif,formula,grupo_espacial,sitios,elementos,predicho_como,valor_salida_red
4002517,Ca3.28,47,1,1,No_perovskita,25.52
4030923,Zn,2,1,1,No_perovskita,25.52
4030924,Cd,2,1,1,No_perovskita,25.52
4031679,Re1.28Ru0.72,194,1,2,No_perovskita,25.52
4105680,Co,139,1,1,No_perovskita,25.52
4113923,Fe,47,1,1,No_perovskita,25.52
4123954,Mg0.188Cd1.812,194,1,2,No_perovskita,25.52
4505653,Ag1.4Sn0.6,194,1,2,No_perovskita,25.52
5900027,Cl2,123,1,1,No_perovskita,25.52
7221117,Ga0.72Ni1.28,139,1,2,No_perovskita,25.52
7221172,Zn3Hg,63,1,2,No_perovskita,25.52
7222830,U,47,1,1,No_perovskita,25.52
8104233,Na,229,1,1,No_perovskita,25.52
9000046,C,69,1,1,No_perovskita,25.52
9000088,Fe1.132Co0.108Ni2.756,225,1,3,No_perovskita,25.52
9000090,Fe1.048Co0.156Cu0.012Ni2.78,225,1,4,No_perovskita,25.52
9004070,Ag1.73Hg0.002Sb0.268,194,1,3,No_perovskita,25.52
9004088,Sn0.848Pd1.944Pt1.208,225,1,3,No_perovskita,25.52
9004226,Fe0.184Cu3.32As1.112Se3.384,227,1,4,No_perovskita,25.52
9006607,Fe1.82Si0.18,229,1,2,No_perovskita,25.52
9006656,Fe,194,1,1,No_perovskita,25.52
9008458,Ac,225,1,1,No_perovskita,25.52
9008461,Am,225,1,1,No_perovskita,25.52
9008465,Ce,225,1,1,No_perovskita,25.52
9008473,Li,225,1,1,No_perovskita,25.52
9008487,Yb,225,1,1,No_perovskita,25.52
9008489,Ca,194,1,1,No_perovskita,25.52
9008491,Ce,194,1,1,No_perovskita,25.52
9008493,Cr,194,1,1,No_perovskita,25.52
9008494,Dy,194,1,1,No_perovskita,25.52
9008496,Er,194,1,1,No_perovskita,25.52
9008498,Gd,194,1,1,No_perovskita,25.52
9008502,Ho,194,1,1,No_perovskita,25.52
9008503,La,194,1,1,No_perovskita,25.52
9008504,Li,194,1,1,No_perovskita,25.52
9008507,Na,194,1,1,No_perovskita,25.52
9008509,Ni,194,1,1,No_perovskita,25.52
9008511,Pr,194,1,1,No_perovskita,25.52
9008530,Ca,229,1,1,No_perovskita,25.52
9008534,Eu,229,1,1,No_perovskita,25.52
9008541,Li,229,1,1,No_perovskita,25.52
9008547,Np,229,1,1,No_perovskita,25.52
9008548,Pu,229,1,1,No_perovskita,25.52
9008551,Sr,229,1,1,No_perovskita,25.52
9008553,Th,229,1,1,No_perovskita,25.52
9008554,Ti,229,1,1,No_perovskita,25.52
9008559,Zr,229,1,1,No_perovskita,25.52
9008563,Ga,63,1,1,No_perovskita,25.52
9008573,As,64,1,1,No_perovskita,25.52
9008578,S,148,1,1,No_perovskita,25.52
9008579,Se,154,1,1,No_perovskita,25.52
9008588,Pu,70,1,1,No_perovskita,25.52
9008591,Mn,229,1,1,No_perovskita,25.52
9009696,InPt,225,1,2,No_perovskita,25.52
9009818,Hg0.5Au1.5,194,1,2,No_perovskita,25.52
9010019,Fe1.45Si0.5Ni0.05,229,1,3,No_perovskita,25.52
9011056,Si,206,1,1,No_perovskita,25.52
9011550,Cs,225,1,1,No_perovskita,25.52
9011594,Sc,139,1,1,No_perovskita,25.52
9011614,Bi,194,1,1,No_perovskita,25.52
9011631,He,229,1,1,No_perovskita,25.52
9011636,He,225,1,1,No_perovskita,25.52
9011640,S,166,1,1,No_perovskita,25.52
9011656,Si,74,1,1,No_perovskita,25.52
9011726,Sr,141,1,1,No_perovskita,25.52
9011889,Sb,221,1,1,No_perovskita,25.52
9011984,K,225,1,1,No_perovskita,25.52
9012005,Sn,225,1,1,No_perovskita,25.52
9012238,C,206,1,1,No_perovskita,25.52
9012241,C,229,1,1,No_perovskita,25.52
9012404,Kr,194,1,1,No_perovskita,25.52
9012405,Xe,194,1,1,No_perovskita,25.52
9012475,N2,136,1,1,No_perovskita,25.52
9012483,Ga,139,1,1,No_perovskita,25.52
9012484,Ga,220,1,1,No_perovskita,25.52
9012599,Sb,229,1,1,No_perovskita,25.52
9012724,Si,225,1,1,No_perovskita,25.52
9012725,Cs,63,1,1,No_perovskita,25.52
9012917,Ca,221,1,1,No_perovskita,25.52
9012918,Si,191,1,1,No_perovskita,25.52
9012919,Si,194,1,1,No_perovskita,25.52
9013009,Sb,225,1,1,No_perovskita,25.52
9013010,Sb,139,1,1,No_perovskita,25.52
9013063,Hg0.8Au3.2,225,1,2,No_perovskita,25.52
9013111,Be,18,1,1,No_perovskita,25.52
9013124,Se,166,1,1,No_perovskita,25.52
9013134,Se,229,1,1,No_perovskita,25.52
9013138,Se,148,1,1,No_perovskita,25.52
9014013,Cu1.778As0.222,194,1,2,No_perovskita,25.52
9014146,Cr0.0002Fe0.0002Cu0.0092Ni0.0002Ag1.971,194,1,5,No_perovskita,25.52
9015483,Gd,62,1,1,No_perovskita,25.52
9015526,B,191,1,1,No_perovskita,25.52
9015528,Cu1.8As0.2,194,1,2,No_perovskita,25.52
9016252,Cr0.0004Fe0.0004Cu0.0184Ni0.0004Ag3.942,225,1,5,No_perovskita,25.52
9016348,Hg,136,1,1,No_perovskita,25.52
1510566,B8.0016Au4,225,2,2,No_perovskita,0.53
1509213,Ag4B8.0016,225,2,2,No_perovskita,0.62
1509384,Ag2.0004I2,229,2,2,No_perovskita,5.41
1541528,Cu2.004Br2,229,2,2,No_perovskita,5.71
1004073,Cd0.42Bi1.58O2.76,229,2,3,No_perovskita,7.62
9016357,N8.016O4,225,2,2,No_perovskita,7.67
9015024,Mg0.5Zr3.5O7.488,225,2,3,No_perovskita,9.26
1527782,CeLuC4,225,2,3,No_perovskita,10.27
9016611,H2O,224,2,2,No_perovskita,10.47
1538611,D2O,224,2,2,No_perovskita,11.06
1541428,CaC2,225,2,2,No_perovskita,11.52
1541394,U2O2.6F8,221,2,3,No_perovskita,12.17
9015108,H12Cl,225,2,2,No_perovskita,12.21
2300497,Ge2.368Bi1.088Te4,225,2,3,No_perovskita,12.64
1511334,B4.4Ir4,141,2,2,No_perovskita,12.69
4124008,Li4.9248N4,225,2,2,No_perovskita,12.91
2102847,Ge1.588Bi1.588Te4,225,2,3,No_perovskita,12.93
1534822,Li2MnBr4,225,2,3,No_perovskita,12.98
1540934,Li2Be2H6.016,225,2,3,No_perovskita,12.99
1525030,Cu2Se,225,2,2,No_perovskita,13.01
1524050,U8Cr10.64Fe2.64Ni2.72,227,2,4,No_perovskita,13.05
1536964,Li2Ca,227,2,2,No_perovskita,13.06
1524051,UCrFe,227,2,3,No_perovskita,13.07
1533472,Na6.728Tl8,227,2,2,No_perovskita,13.09
7209339,In2AgSe3I,216,2,4,No_perovskita,13.09
1525087,U8Mn5.84Fe4.8Co5.36,227,2,4,No_perovskita,13.1
1526201,Cd(GaSe2)2,216,2,3,No_perovskita,13.11
1524053,UCrCo,227,2,3,No_perovskita,13.14
1535649,GaC3,221,2,2,No_perovskita,13.14
1528144,U1Ga1.5Cu0.5,191,2,3,No_perovskita,13.15
1523638,UHg2,191,2,2,No_perovskita,13.2
1524052,UCrNi,227,2,3,No_perovskita,13.22
1525085,UMnCo,227,2,3,No_perovskita,13.22
1527608,U1Co0.5Si1.5,191,2,3,No_perovskita,13.25
1533476,Na6.504Tl8,227,2,2,No_perovskita,13.26
1526232,U1Si1.51Cu0.49,191,2,3,No_perovskita,13.27
1526233,U1Si1.35Cu0.65,191,2,3,No_perovskita,13.31
1530705,USi2,141,2,2,No_perovskita,13.33
1527319,USi2,191,2,2,No_perovskita,13.34
1539619,USi3,221,2,2,No_perovskita,13.35
1510295,U1Si1.5Au0.5,191,2,3,No_perovskita,13.38
1511506,ReB,141,2,2,No_perovskita,13.38
1522411,UGa2,191,2,2,No_perovskita,13.38
1523639,UGa3,221,2,2,No_perovskita,13.39
1510760,Ti0.5B2Mo0.5,191,2,3,No_perovskita,13.41
1522549,HoZn,221,2,2,No_perovskita,13.41
1526234,U1Si1.1Cu0.9,191,2,3,No_perovskita,13.41
1527067,Gd0.5Tm0.5Zn1,221,2,3,No_perovskita,13.42
1539459,YZn,221,2,2,No_perovskita,13.43
2310090,ReB2,194,2,2,No_perovskita,13.43
1523448,HoZn2,74,2,2,No_perovskita,13.44
1524958,DyZn,123,2,2,No_perovskita,13.44
1526235,U2Si2.08Cu1.92,191,2,3,No_perovskita,13.44
1539463,TmZn,221,2,2,No_perovskita,13.45
1523172,Gd0.5Y0.5Zn1,221,2,3,No_perovskita,13.46
1523891,La1Al0.5Zn0.5,221,2,3,No_perovskita,13.47
1524732,LaCuSn,191,2,3,No_perovskita,13.47
1525058,Li3.6Ce4Si4.4,141,2,3,No_perovskita,13.47
1525092,Ce0.2Y0.8Zn1,221,2,3,No_perovskita,13.47
1539735,TmZn2,74,2,2,No_perovskita,13.47
4344146,BaAl,33,2,2,No_perovskita,13.47
1525088,UFeCo,227,2,3,No_perovskita,13.48
1527570,Pr1Al0.6Zn0.4,221,2,3,No_perovskita,13.48
1523860,LuZn,221,2,2,No_perovskita,13.49
9008754,UAs,225,2,2,No_perovskita,13.49
1511698,V3.2Re4.8B8,141,2,3,No_perovskita,13.5
1522091,GdZn,221,2,2,No_perovskita,13.51
1536659,EuZnGa,74,2,3,No_perovskita,13.51
7209341,In2AgTe3I,216,2,4,No_perovskita,13.52
1522357,UPt,63,2,2,No_perovskita,13.53
1523419,PuZn2,227,2,2,No_perovskita,13.53
1541419,CsB,225,2,2,No_perovskita,13.55
1508979,Gd1Zn0.5Ag0.5,221,2,3,No_perovskita,13.56
1524578,EuHg,221,2,2,No_perovskita,13.56
1527842,TbZn,221,2,2,No_perovskita,13.57
1523386,YbZn,221,2,2,No_perovskita,13.58
1524569,EuZn,221,2,2,No_perovskita,13.58
1537777,Yb8.004Mg3.996S16,220,2,3,No_perovskita,13.58
4302709,EuZnGe,191,2,3,No_perovskita,13.58
1522653,ThGa2,141,2,2,No_perovskita,13.59
1523446,ThGa2,191,2,2,No_perovskita,13.59
1523849,PrGa,63,2,2,No_perovskita,13.59
1525086,UMnFe,227,2,3,No_perovskita,13.59
1509312,EuAg,62,2,2,No_perovskita,13.6
1524568,EuHg2,191,2,2,No_perovskita,13.6
4302710,Eu1Zn0.9Ge1.1,191,2,3,No_perovskita,13.6
1525026,CeHg,221,2,2,No_perovskita,13.61
1533875,ThGe,225,2,2,No_perovskita,13.61
2310353,ThAl2,191,2,2,No_perovskita,13.61
7222768,AgCN,166,2,3,No_perovskita,13.61
9016419,TlC,99,2,2,No_perovskita,13.61
1509678,NdAg2,191,2,2,No_perovskita,13.62
1511254,NbB,63,2,2,No_perovskita,13.62
1511339,Ti1Be0.76B1.24,191,2,3,No_perovskita,13.62
2310270,UCo,199,2,2,No_perovskita,13.62
9010972,SO2,41,2,2,No_perovskita,13.62
1509566,YbAg,62,2,2,No_perovskita,13.63
1511451,TaBeB,191,2,3,No_perovskita,13.63
1522483,NdGa2,191,2,2,No_perovskita,13.63
1527285,TbZn2,74,2,2,No_perovskita,13.63
1527896,Y0.8Zr7.2Zn16,227,2,3,No_perovskita,13.63
1537184,KC,225,2,2,No_perovskita,13.63
2310209,UPt3,194,2,2,No_perovskita,13.63
1522433,NdGa3,221,2,2,No_perovskita,13.64
1522779,NdGa,63,2,2,No_perovskita,13.64
1525347,YHoCo4,227,2,3,No_perovskita,13.64
1531278,GdZnSi,191,2,3,No_perovskita,13.64
1538061,UGe3,221,2,2,No_perovskita,13.64
1510761,Zr0.5B2Mo0.5,191,2,3,No_perovskita,13.65
1537066,SO4,216,2,2,No_perovskita,13.65
2310219,ZrNi,63,2,2,No_perovskita,13.65
2310443,YbZn2,74,2,2,No_perovskita,13.65
4031685,U3(TeSe)2,220,2,3,No_perovskita,13.65
4124657,ThSi,62,2,2,No_perovskita,13.65
1523114,PrGa2,191,2,2,No_perovskita,13.66
1523699,TmNi,62,2,2,No_perovskita,13.66
1523895,U4Si0.68P3.32,225,2,3,No_perovskita,13.66
1524683,Gd1Zn0.5Si1Cu0.5,191,2,4,No_perovskita,13.66
1527550,SmZn,221,2,2,No_perovskita,13.66
2107291,VB,63,2,2,No_perovskita,13.66
2310388,LaSi,62,2,2,No_perovskita,13.66
1510802,V0.8B4Os1.2,194,2,3,No_perovskita,13.67
1525004,UCo2,227,2,2,No_perovskita,13.67
1525027,CeHg2,191,2,2,No_perovskita,13.67
1509804,GdAg2,139,2,2,No_perovskita,13.68
1510851,B2W,191,2,2,No_perovskita,13.68
1523171,Nd0.5Gd0.5Zn1,221,2,3,No_perovskita,13.68
1524679,Y8Co4.8Ni3.2,141,2,3,No_perovskita,13.68
1524861,Sm1Ga1.5Cu0.5,191,2,3,No_perovskita,13.68
1527912,Th1.2U2.8As2.8Se1.2,225,2,4,No_perovskita,13.68
1509788,DyAg2,139,2,2,No_perovskita,13.69
1524409,ErNi,62,2,2,No_perovskita,13.69
1532841,Pr2AlSi,63,2,3,No_perovskita,13.69
1538162,PrGe,63,2,2,No_perovskita,13.69
1540924,ZrZn2,227,2,2,No_perovskita,13.69
4302711,Eu1Zn0.68Ge1.32,191,2,3,No_perovskita,13.69
1509020,Eu1Si1.34Ag0.66,191,2,3,No_perovskita,13.7
1523111,LaGa2,191,2,2,No_perovskita,13.7
1537718,HoP,225,2,2,No_perovskita,13.7
1539311,NdAs,225,2,2,No_perovskita,13.7
4343831,Ba4In4.32Hg3.68,74,2,3,No_perovskita,13.7
9008610,CeAs,225,2,2,No_perovskita,13.7
1005015,Gd7.656S8,64,2,2,No_perovskita,13.71
1521141,KC,142,2,2,No_perovskita,13.71
1524905,Eu1Co0.5Si1.5,191,2,3,No_perovskita,13.71
4031661,TlC,221,2,2,No_perovskita,13.71
8102910,Li0.96Eu4Ga7.04,74,2,3,No_perovskita,13.71
9014606,ClO,221,2,2,No_perovskita,13.71
1011329,PdO,123,2,2,No_perovskita,13.72
1509726,YbAg2,74,2,2,No_perovskita,13.72
1509793,EuAg2,74,2,2,No_perovskita,13.72
1510778,NbB2,191,2,2,No_perovskita,13.72
1523851,LaHg2,191,2,2,No_perovskita,13.72
1523874,NdHg2,164,2,2,No_perovskita,13.72
1524684,DyCuSi,191,2,3,No_perovskita,13.72
1525408,TmFeCu,227,2,3,No_perovskita,13.72
1538192,LaHg2,164,2,2,No_perovskita,13.72
1539783,CePt,63,2,2,No_perovskita,13.72
7209334,EuAgGe,74,2,3,No_perovskita,13.72
1509013,Ce1Si1.34Ag0.66,191,2,3,No_perovskita,13.73
1509027,Ce4Si5.2Ag2.8,141,2,3,No_perovskita,13.73
1511082,Dy8Fe14.4B1.6,227,2,3,No_perovskita,13.73
1523169,Pr0.5Gd0.5Zn1,221,2,3,No_perovskita,13.73
1523901,UIr2,227,2,2,No_perovskita,13.73
1525109,Gd7.76Ho0.24Fe16,227,2,3,No_perovskita,13.73
1525182,CeUFe4,227,2,3,No_perovskita,13.73
1527413,HoNi,62,2,2,No_perovskita,13.73
1528027,CeSi,62,2,2,No_perovskita,13.73
1531268,GdZnGe,191,2,3,No_perovskita,13.73
1533640,Nd4Ga5.36Si2.64,141,2,3,No_perovskita,13.73
1533643,Nd4Ga4.16Si3.84,141,2,3,No_perovskita,13.73
4031563,V1.8Bi3.28Mo2.2,141,2,3,No_perovskita,13.73
7209301,EuCdAg,74,2,3,No_perovskita,13.73
1509001,Ce4Si5.68Ag2.32,141,2,3,No_perovskita,13.74
1509216,Ba0.628Sr3.372Ag4,62,2,3,No_perovskita,13.74
1509722,TbAg2,139,2,2,No_perovskita,13.74
1510776,Nb0.5V0.5B2,191,2,3,No_perovskita,13.74
1523475,Y8Al1.408Co12.8Cu1.792,227,2,4,No_perovskita,13.74
1524084,YFeCo,227,2,3,No_perovskita,13.74
1524210,Dy8Fe12.8Ni3.2,227,2,3,No_perovskita,13.74
1524682,GdCuSi,191,2,3,No_perovskita,13.74
1525405,HoFeCu,227,2,3,No_perovskita,13.74
1525406,LuFeCu,227,2,3,No_perovskita,13.74
1527374,SmZn2,74,2,2,No_perovskita,13.74
1539544,Yb2.16Tm1.84Se4,225,2,3,No_perovskita,13.74
4331417,Ba4Tl6.4Au1.6,74,2,3,No_perovskita,13.74
7222884,Sr1Be0.75Si1.25,191,2,3,No_perovskita,13.74
1521002,Nd4Zn1.2Si6.8,141,2,3,No_perovskita,13.75
1522347,NpFe2,227,2,2,No_perovskita,13.75
1523022,SmFe2,227,2,2,No_perovskita,13.75
1523210,Y4.8Ho3.2Al0.8Co15.2,227,2,4,No_perovskita,13.75
1523432,ZrNi2,227,2,2,No_perovskita,13.75
1523474,Y8Al1.2Co14.8,227,2,3,No_perovskita,13.75
1523858,SrHg2,191,2,2,No_perovskita,13.75
1523947,SmErFe4,227,2,3,No_perovskita,13.75
1524129,HoFeNi,227,2,3,No_perovskita,13.75
1524846,ErFeNi,227,2,3,No_perovskita,13.75
1525108,Ho8Fe4.8Co11.2,227,2,3,No_perovskita,13.75
1529998,Sm1Si1.5Ni0.5,191,2,3,No_perovskita,13.75
1535653,InC3,221,2,2,No_perovskita,13.75
1541276,GdCuGe,191,2,3,No_perovskita,13.75
4302556,BaInGe,164,2,3,No_perovskita,13.75
1509086,Ce4Si6.8Ag1.2,141,2,3,No_perovskita,13.76
1509705,PrAg2,191,2,2,No_perovskita,13.76
1523311,SrHg2,74,2,2,No_perovskita,13.76
1524275,Er8Co12.8Cu3.2,227,2,3,No_perovskita,13.76
1525348,Y4Ho4Fe1.6Co14.4,227,2,4,No_perovskita,13.76
1527632,TbZnSi,191,2,3,No_perovskita,13.76
1527680,DyGaNi,74,2,3,No_perovskita,13.76
1539856,ThSi2,141,2,2,No_perovskita,13.76
1540798,Er8Fe1.6Co14.4,227,2,3,No_perovskita,13.76
1540799,Er8Co14.4Cu1.6,227,2,3,No_perovskita,13.76
2310354,ThSi2,191,2,2,No_perovskita,13.76
2310956,ThMg2,227,2,2,No_perovskita,13.76
9008698,PrAs,225,2,2,No_perovskita,13.76
1509021,La1Si1.34Ag0.66,191,2,3,No_perovskita,13.77
1510848,VB2,191,2,2,No_perovskita,13.77
1523577,UIr3,221,2,2,No_perovskita,13.77
1523899,YSbPd2,221,2,3,No_perovskita,13.77
1524342,YbEu(InCu4)2,227,2,4,No_perovskita,13.77
1524487,TmCo2,227,2,2,No_perovskita,13.77
1524779,CeYFe4,227,2,3,No_perovskita,13.77
1525105,Dy8Fe4.8Co11.2,227,2,3,No_perovskita,13.77
1525107,Er8Fe4.8Co11.2,227,2,3,No_perovskita,13.77
1525313,HoFeCo,227,2,3,No_perovskita,13.77
1527294,Tb2.16Dy5.84Fe8Co8,227,2,4,No_perovskita,13.77
1527552,DyCuGe,194,2,3,No_perovskita,13.77
1527970,Ho4.8Zr3.2Co16,227,2,3,No_perovskita,13.77
1529994,Ce1Fe0.5Si1.5,191,2,3,No_perovskita,13.77
1537815,Hf1.28Zr6.72Zn16,227,2,3,No_perovskita,13.77
1537880,LaSi2,141,2,2,No_perovskita,13.77
1538304,HoSe,225,2,2,No_perovskita,13.77
1538809,Sm1Si1.6Ni0.4,191,2,3,No_perovskita,13.77
1539776,Ce1Co0.4Si1.6,191,2,3,No_perovskita,13.77
2106095,YNi,62,2,2,No_perovskita,13.77
2310247,YNi,14,2,2,No_perovskita,13.77
1509014,Nd1Si1.334Ag0.666,191,2,3,No_perovskita,13.78
1522270,LuNi2,227,2,2,No_perovskita,13.78
1522561,Y8Fe14.4Ni1.6,227,2,3,No_perovskita,13.78
1522684,PrNiSb,191,2,3,No_perovskita,13.78
1523379,NdPt,63,2,2,No_perovskita,13.78
1523855,GdHg,221,2,2,No_perovskita,13.78
1524310,Tb1.2Dy6.8Fe16,227,2,3,No_perovskita,13.78
1525324,Dy8Co15.04Re0.96,227,2,3,No_perovskita,13.78
1525349,Y8Fe1.6Co14.4,227,2,3,No_perovskita,13.78
1529992,Ce1Si1.5Ni0.5,191,2,3,No_perovskita,13.78
4031641,Sm8.004Zn3.996S16,220,2,3,No_perovskita,13.78
4343762,ZrBr,166,2,2,No_perovskita,13.78
1509819,HoAg2,139,2,2,No_perovskita,13.79
1522175,TbGaNi,74,2,3,No_perovskita,13.79
1523648,Y4.16Lu3.84Al1.6Co14.4,227,2,4,No_perovskita,13.79
1524573,CeZn,221,2,2,No_perovskita,13.79
1524903,La1Co0.4Si1.6,191,2,3,No_perovskita,13.79
1524904,Er8Si1.92Ni14.08,227,2,3,No_perovskita,13.79
1529993,Ce1Si1.5Cu0.5,191,2,3,No_perovskita,13.79
1538992,NdSi2,141,2,2,No_perovskita,13.79
1539779,Ce1Ni0.6Ge1.4,191,2,3,No_perovskita,13.79
9008736,TbP,225,2,2,No_perovskita,13.79
1523228,ZrNi3,194,2,2,No_perovskita,13.8
1524128,DyFeNi,227,2,3,No_perovskita,13.8
1524211,DyYFe4,227,2,3,No_perovskita,13.8
1524242,ZrCoNi,227,2,3,No_perovskita,13.8
1524387,LuCo2,227,2,2,No_perovskita,13.8
1528233,Tb7.2Y0.8Fe16,227,2,3,No_perovskita,13.8
1533161,Tm2Cu2.48Ge1.52,194,2,3,No_perovskita,13.8
1538251,Tm8.004Mn3.996S16,220,2,3,No_perovskita,13.8
1540801,YCo2,227,2,2,No_perovskita,13.8
1541292,Nd8.004Pb3.996Se16,220,2,3,No_perovskita,13.8
4001031,Eu8Zn7.376Rh8.624,227,2,3,No_perovskita,13.8
9008714,SmAs,225,2,2,No_perovskita,13.8
1509085,Pr8Al13.6Ag2.4,227,2,3,No_perovskita,13.81
1509217,Ba1.04Sr2.96Ag4,62,2,3,No_perovskita,13.81
1509720,SrAg2,74,2,2,No_perovskita,13.81
1521001,NdZnSi,191,2,3,No_perovskita,13.81
1525110,Ce3.88Gd3.88Ho0.24Fe16,227,2,4,No_perovskita,13.81
1528068,Sm8Fe12.8Ru3.2,227,2,3,No_perovskita,13.81
1529648,Sr1Si1.5Ni0.5,191,2,3,No_perovskita,13.81
1534310,PrSi2,141,2,2,No_perovskita,13.81
1537739,PuP,225,2,2,No_perovskita,13.81
1537769,SmYSe2,225,2,3,No_perovskita,13.81
2310343,SrZn2,74,2,2,No_perovskita,13.81
1010423,BaTe,225,2,2,No_perovskita,13.82
1509514,Pr9.996Ag2.004Se16,220,2,3,No_perovskita,13.82
1510229,Eu1Si1.5Au0.5,191,2,3,No_perovskita,13.82
1522656,ThHg2,194,2,2,No_perovskita,13.82
1522895,PrYFe4,227,2,3,No_perovskita,13.82
1523868,YbHg,221,2,2,No_perovskita,13.82
1524198,Er8Fe12.8Cu3.2,227,2,3,No_perovskita,13.82
1525403,DyFeCu,227,2,3,No_perovskita,13.82
1525411,CePuFe4,227,2,3,No_perovskita,13.82
1525511,UCoNi,227,2,3,No_perovskita,13.82
1525517,Dy8Ga1.6Fe14.4,227,2,3,No_perovskita,13.82
1527960,Ce4.8Dy3.2Fe16,227,2,3,No_perovskita,13.82
1528235,Er8Mn1.6Co14.4,227,2,3,No_perovskita,13.82
9008741,ThAs,225,2,2,No_perovskita,13.82
1509483,NdSiAg,191,2,3,No_perovskita,13.83
1522919,Gd8Mn3.2Ni12.8,227,2,3,No_perovskita,13.83
1523019,YbFe2,227,2,2,No_perovskita,13.83
1523330,TmNi2,227,2,2,No_perovskita,13.83
1524413,DyNi,62,2,2,No_perovskita,13.83
1533503,LaAs,123,2,2,No_perovskita,13.83
1534309,CeSi2,141,2,2,No_perovskita,13.83
1538811,Nd1Si1.6Ni0.4,191,2,3,No_perovskita,13.83
4119775,Zn(CN)2,227,2,3,No_perovskita,13.83
1005036,Ce1Ge1.27Au0.73,191,2,3,No_perovskita,13.84
1522636,Hf2.4Zr5.6Zn16,227,2,3,No_perovskita,13.84
1524188,DyCo2,227,2,2,No_perovskita,13.84
1525277,TbHoFe4,227,2,3,No_perovskita,13.84
1525312,HoCoNi,227,2,3,No_perovskita,13.84
1528220,Tb0.8Pr3.6Dy3.6Fe16,227,2,4,No_perovskita,13.84
1538049,TmSe,225,2,2,No_perovskita,13.84
1538249,Tm8.004Mg3.996S16,220,2,3,No_perovskita,13.84
1540867,HoS,5,2,2,No_perovskita,13.84
1510775,Ti0.5Nb0.5B2,191,2,3,No_perovskita,13.85
1522878,Gd0.5U0.5Ga2,191,2,3,No_perovskita,13.85
1523045,Zr6.88Ni16Mo1.12,227,2,3,No_perovskita,13.85
1524685,Ho1Zn0.5Si1Cu0.5,191,2,4,No_perovskita,13.85
1527633,YZnSi,191,2,3,No_perovskita,13.85
1539026,La9.996Tl2.004Se16,220,2,3,No_perovskita,13.85
1509024,Pr1Si1.34Ag0.66,191,2,3,No_perovskita,13.86
1522403,U1Al2.4Co0.6,221,2,3,No_perovskita,13.86
1522439,SmSbPd,194,2,3,No_perovskita,13.86
1523698,TbYNi2,62,2,3,No_perovskita,13.86
1523875,YbHg2,164,2,2,No_perovskita,13.86
1524943,Ce4.8Gd3.2Fe16,227,2,3,No_perovskita,13.86
1529995,La1Si1.5Ni0.5,191,2,3,No_perovskita,13.86
1531249,NpSi,62,2,2,No_perovskita,13.86
1536600,YbCuGe,194,2,3,No_perovskita,13.86
1538854,URh3,221,2,2,No_perovskita,13.86
1540802,GdYCo4,227,2,3,No_perovskita,13.86
9008789,CsCl,221,2,2,No_perovskita,13.86
1508983,La1In0.5Ag0.5,221,2,3,No_perovskita,13.87
1509053,Sr1Ag0.89Ge1.11,191,2,3,No_perovskita,13.87
1509091,Ga1.122Ag0.634Te2,119,2,3,No_perovskita,13.87
1509791,ErAg2,139,2,2,No_perovskita,13.87
1522657,ThHg3,194,2,2,No_perovskita,13.87
1523170,Gd1Mg0.5Zn0.5,221,2,3,No_perovskita,13.87
1524036,ZrCo,221,2,2,No_perovskita,13.87
1524348,YbInCu4,227,2,3,No_perovskita,13.87
1524908,GdTlCu,194,2,3,No_perovskita,13.87
1525135,La1Si1.5Cu0.5,191,2,3,No_perovskita,13.87
1527365,Pr1Co0.5Ge1.5,191,2,3,No_perovskita,13.87
1529997,Nd1Si1.5Ni0.5,191,2,3,No_perovskita,13.87
9008620,CsCl,225,2,2,No_perovskita,13.87
9008946,TiB,62,2,2,No_perovskita,13.87
1523575,PaIr3,221,2,2,No_perovskita,13.88
1524207,GdCoIr,227,2,3,No_perovskita,13.88
1524944,Gd3.92Th4.08Fe16,227,2,3,No_perovskita,13.88
2311050,BaGe,63,2,2,No_perovskita,13.88
1510762,Nb0.28B2Mo0.72,191,2,3,No_perovskita,13.89
1524189,Tb3Dy4HoCo16,227,2,4,No_perovskita,13.89
1524599,Gd8Mn3.2Fe12.8,227,2,3,No_perovskita,13.89
1524680,YCoNi,227,2,3,No_perovskita,13.89
1525090,La0.8Ce0.2Zn1,221,2,3,No_perovskita,13.89
1527911,Y1.6U2.4Se4,225,2,3,No_perovskita,13.89
1531276,Gd4Zn2.16Si5.84,141,2,3,No_perovskita,13.89
1510474,UAu2,164,2,2,No_perovskita,13.9
1510475,UAu2,191,2,2,No_perovskita,13.9
1522879,Y0.4U0.6Ga2,191,2,3,No_perovskita,13.9
1523568,ScPd3,221,2,2,No_perovskita,13.9
1523844,Th8Os4.8Ir11.2,227,2,3,No_perovskita,13.9
1524249,CeZn2,74,2,2,No_perovskita,13.9
1525041,Ga2.332Cu1Se4,216,2,3,No_perovskita,13.9
1525106,Tb8Fe4.8Co11.2,227,2,3,No_perovskita,13.9
1525328,NdFeRu,227,2,3,No_perovskita,13.9
1536584,TaS2,42,2,2,No_perovskita,13.9
1537641,PuSe,225,2,2,No_perovskita,13.9
8104510,Sm4Ge1.88Pt2.12,63,2,3,No_perovskita,13.9
9008640,GdSe,225,2,2,No_perovskita,13.9
1525262,CeSmFe4,227,2,3,No_perovskita,13.91
1525372,Ce8Fe10.08Ru5.92,227,2,3,No_perovskita,13.91
